uid,address,title,summary,body,collection,terms,year_from,year_to,user,destination_dir
dor1093,http://www.dornc.com/practitioner/determinations/corporate/cplr/2013/CPLR%202013-10%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2013-10,Investing in renewable energy property,This letter ruling addresses the application of the tax credit for investing in renewable energy property.,Written Determinations,Corporate Income Tax,2013,,0,written-determinations
dor1094,http://www.dornc.com/practitioner/determinations/corporate/cplr/2013/CPLR%202013-10-2%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2013-10-2,Investing in renewable energy property,This letter ruling addresses apportionment of income and excluded corporation qualification.,Written Determinations,Corporate Income Tax,2013,,0,written-determinations
dor1095,http://www.dornc.com/practitioner/determinations/corporate/cplr/2013/CPLR%202013-11%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2013-11,Investing in renewable energy property,This letter ruling addresses qualification requirements for the renewable energy tax credit.,Written Determinations,Corporate Income Tax,2013,,0,written-determinations
dor1096,http://www.dornc.com/practitioner/determinations/corporate/cplr/2013/CPLR%202013-12%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2013-12,Apportionment,This letter ruling addresses qualification requirements for the tax credit for constructing renewable fuel facilities.,Written Determinations,Corporate Income Tax,2013,,0,written-determinations
dor1097,http://www.dornc.com/practitioner/determinations/corporate/cplr/2013/CPLR%202013-13%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2013-13,Investing in renewable energy property,This letter ruling addresses whether the interest on a promissory note will be included in taxable income for State tax purposes.,Written Determinations,Corporate Income Tax,2013,,0,written-determinations
dor1098,http://www.dornc.com/practitioner/determinations/corporate/cplr/2013/CPLR%202013-14%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2013-14,Renewable energy tax credits,This letter ruling addresses requirements for the tax credit for investing in renewable energy property.,Written Determinations,Corporate Income Tax,2013,,0,written-determinations
dor1099,http://www.dornc.com/practitioner/determinations/corporate/cplr/2013/CPLR%202013-15%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2013-15,Treatment of promissory note interes,This letter ruling addresses the application of the tax credit for investing in renewable energy property.,Written Determinations,Corporate Income Tax,2013,,0,written-determinations
dor1100,http://www.dornc.com/practitioner/determinations/corporate/cplr/2013/CPLR%202013-16%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2013-16,Investing in renewable energy property,This letter ruling addresses the application of the tax credit for investing in renewable energy property.,Written Determinations,Corporate Income Tax,2013,,0,written-determinations
dor1101,http://www.dornc.com/practitioner/determinations/corporate/cplr/2014/CPLR%202014-01%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2014-01,Combined corporate income tax return,This letter ruling addresses the filing of a combined income tax return.,Written Determinations,Corporate Income Tax,2014,,0,written-determinations
dor1102,http://www.dornc.com/practitioner/determinations/corporate/cplr/2014/CPLR%202014-02%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2014-02,Renewable energy tax credits,This letter ruling addresses the determination of the base for calculating the tax credit for investing in renewable energy property.,Written Determinations,Corporate Income Tax,2014,,0,written-determinations
dor1103,http://www.dornc.com/practitioner/determinations/corporate/cplr/2014/CPLR%202014-03%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2014-03,Combined corporate income tax return,This letter ruling addresses the filing of a combined income tax return including all members of a unitary group.,Written Determinations,Corporate Income Tax,2014,,0,written-determinations
dor1104,http://www.dornc.com/practitioner/determinations/corporate/cplr/2014/CPLR%202014-04%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2014-04,Renewable energy tax credits,This letter ruling addresses the application of the tax credit for investing in renewable energy property.,Written Determinations,Corporate Income Tax,2014,,0,written-determinations
dor1105,http://www.dornc.com/practitioner/determinations/corporate/cplr/2014/CPLR%202014-05%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2014-05,Renewable energy tax credits,This letter ruling addresses the application of the tax credit for investing in renewable energy property.,Written Determinations,Corporate Income Tax,2014,,0,written-determinations
dor1106,http://www.dornc.com/practitioner/determinations/corporate/cplr/2014/CPLR%202014-06%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2014-06,Renewable energy tax credits,This letter ruling addresses the application of the tax credit for investing in renewable energy property.,Written Determinations,Corporate Income Tax,2014,,0,written-determinations
dor1107,http://www.dornc.com/practitioner/determinations/corporate/cplr/2014/CPLR%202014-07%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2014-07,Renewable energy tax credits,This letter ruling addresses the application of the tax credit for investing in renewable energy property.,Written Determinations,Corporate Income Tax,2014,,0,written-determinations
dor1108,http://www.dornc.com/practitioner/determinations/corporate/cplr/2014/CPLR%202014-08%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2014-08,Renewable energy tax credits,This letter ruling addresses the application of the tax credit for investing in renewable energy property.,Written Determinations,Corporate Income Tax,2014,,0,written-determinations
dor1109,http://www.dornc.com/practitioner/determinations/corporate/cplr/2014/CPLR%202014-09%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2014-09,Renewable energy tax credits,This letter ruling addresses the application of the tax credit for investing in renewable energy property.,Written Determinations,Corporate Income Tax,2014,,0,written-determinations
dor1110,http://www.dornc.com/practitioner/determinations/corporate/cplr/2014/CPLR%202014-10%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2014-10,Article 3C tax incentives,This letter ruling addresses qualification requirements for Article 3C tax incentives.,Written Determinations,Corporate Income Tax,2014,,0,written-determinations
dor1111,http://www.dornc.com/practitioner/determinations/corporate/cplr/2014/CPLR%202014-11%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2014-11,Renewable energy tax credits,This letter ruling addresses qualification requirement for the tax credit for investing in renewable energy property.,Written Determinations,Corporate Income Tax,2014,,0,written-determinations
dor1112,http://www.dornc.com/practitioner/determinations/corporate/cplr/2014/CPLR%202014-12%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2014-12,Renewable energy tax credits,This letter ruling addresses qualification requirement for the tax credit for investing in renewable energy property.,Written Determinations,Corporate Income Tax,2014,,0,written-determinations
dor1113,http://www.dornc.com/practitioner/determinations/corporate/cplr/2015/CPLR%202015-01%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2015-01,Investing in renewable energy property,This letter ruling addresses the application of the tax credit for investing in renewable energy property.,Written Determinations,Corporate Income Tax,2015,,0,written-determinations
dor1114,http://www.dornc.com/practitioner/determinations/corporate/cplr/2015/CPLR%202015-02%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2015-02,Renewable energy tax credits,This letter ruling addresses the application of the tax credit for investing in renewable energy property.,Written Determinations,Corporate Income Tax,2015,,0,written-determinations
dor1115,http://www.dornc.com/practitioner/determinations/corporate/cplr/2015/CPLR%202015-02B%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2015-02B,Renewable energy tax credits,This letter ruling addresses qualification requirement for the tax credit for investing in renewable energy property.,Written Determinations,Corporate Income Tax,2015,,0,written-determinations
dor1116,http://www.dornc.com/practitioner/determinations/corporate/cplr/2015/CPLR%202015-03%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2015-03,Mill rehabilitation tax credit,This letter ruling addresses clarification of technical issues relating to the mill rehabilitation tax credit.,Written Determinations,Corporate Income Tax,2015,,0,written-determinations
dor1117,http://www.dornc.com/practitioner/determinations/corporate/cplr/2015/CPLR%202015-04%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2015-04,Renewable energy tax credits,This letter ruling addresses the application of the tax credit for investing in renewable energy property.,Written Determinations,Corporate Income Tax,2015,,0,written-determinations
dor1118,http://www.dornc.com/practitioner/determinations/corporate/cplr/2015/CPLR%202015-05%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2015-05,Renewable energy tax credits,This letter ruling addresses the application of the tax credit for investing in renewable energy property.,Written Determinations,Corporate Income Tax,2015,,0,written-determinations
dor1119,http://www.dornc.com/practitioner/determinations/corporate/cplr/2015/CPLR%202015-06%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2015-06,Mill rehabilitation tax credit,This letter ruling addresses clarification of technical issues relating to the mill rehabilitation tax credit.,Written Determinations,Corporate Income Tax,2015,,0,written-determinations
dor1120,http://www.dornc.com/practitioner/determinations/corporate/cplr/2015/CPLR%202015-07%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2015-07,Investing in renewable energy property,This letter ruling addresses eligibility to claim the tax credit for investing in renewable energy property.,Written Determinations,Corporate Income Tax,2015,,0,written-determinations
dor1121,http://www.dornc.com/practitioner/determinations/corporate/cplr/2015/CPLR%202015-08%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2015-08,Investing in renewable energy property,This letter ruling addresses the application of the tax credit for investing in renewable energy property.,Written Determinations,Corporate Income Tax,2015,,0,written-determinations
dor1122,http://www.dornc.com/practitioner/determinations/corporate/cplr/2015/CPLR%202015-09%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2015-09,Historic rehabilitation tax credit,This letter ruling addresses the application of the tax credit for rehabilitating income-producing historic structures.,Written Determinations,Corporate Income Tax,2015,,0,written-determinations
dor1123,http://www.dornc.com/practitioner/determinations/corporate/cplr/2015/CPLR%202015-10%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2015-10,Investing in renewable energy property,This letter ruling addresses the application of the tax credit for investing in renewable energy property.,Written Determinations,Corporate Income Tax,2015,,0,written-determinations
dor1124,http://www.dornc.com/practitioner/determinations/corporate/cplr/2015/CPLR%202015-11%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2015-11,Investing in renewable energy property,This letter ruling addresses the application of the tax credit for investing in renewable energy property.,Written Determinations,Corporate Income Tax,2015,,0,written-determinations
dor1125,http://www.dornc.com/practitioner/determinations/corporate/cplr/2015/CPLR%202015-12%20redacted.pdf,Corporate Tax Private Letter Ruling CPLR 2015-12,Investing in renewable energy property,This letter ruling addresses the application of the tax credit for investing in renewable energy property.,Written Determinations,Corporate Income Tax,2015,,0,written-determinations
dor1126,http://www.dornc.com/taxes/corporate/noticeoftext17-0531-07.pdf,Corporate Tax Proposed Market-Based Sourcing Rules Text,Proposed Market-Based Sourcing Rules,This document is the Notice of Intent to adopt administrative rules regarding market-based sourcing for apportionment of income.,Administrative Rules,Corporate Income Tax,,,0,administrative-rules
dor1127,http://www.dornc.com/practitioner/hearing/A&F_TrademarkDecision2002.pdf,Corporate Tax Tax Review Board Administrative Decision # 381,Corporate Tax Tax Review Board Administrative Decision # 381,"Issues: 1) Whether the Taxpayers were ""doing business"" in this State within the meaning of G.S. 105-130.3 and G.S. 105-114 so as to be subject to the corporate income and franchise tax. 2) Whether the Taxpayers were ""excluded corporations"" within the meaning of G.S. 105-130.4(a)(4).",Laws and Decisions,"Corporate Income Tax,Franchise Tax",,,0,laws-and-decisions
dor1128,http://www.dornc.com/publications/corpandfran/corpandfran03.pdf,Corporation Income and Business Franchise Taxes: Statistics and Trends - Tax Year 2003,Tax Year 2003 Corporation Income and Business Franchise Tax Statistics and Trends,"This report contains statistics concerning business franchise and income taxes imposed on corporations and limited liability companies under the Revenue Laws of North Carolina. It is designed to provide legislators, public officials, tax professionals, researchers, and other interested citizens of North Carolina with information about the characteristics of corporate taxpayers and how these taxpayers contribute to the State’s tax revenues. The report includes both historical series of data and detailed reports for tax year 2003.",Reports,"Corporate Income Tax,Franchise Tax",2003,,0,reports
dor1129,http://www.dornc.com/publications/corpandfran/corpandfran04.pdf,Corporation Income and Business Franchise Taxes: Statistics and Trends - Tax Year 2004,Tax Year 2004 Corporation Income and Business Franchise Tax Statistics and Trends,"This report contains statistics concerning business franchise and income taxes imposed on corporations and limited liability companies under the Revenue Laws of North Carolina. It is designed to provide legislators, public officials, tax professionals, researchers, and other interested citizens of North Carolina with information about the characteristics of corporate taxpayers and how these taxpayers contribute to the State’s tax revenues. The report includes both historical series of data and detailed reports for tax year 2004.",Reports,"Corporate Income Tax,Franchise Tax",2004,,0,reports
dor1130,http://www.dornc.com/publications/corpandfran/corpandfran05.pdf,Corporation Income and Business Franchise Taxes: Statistics and Trends - Tax Year 2005,Tax Year 2005 Corporation Income and Business Franchise Tax Statistics and Trends,"This report contains statistics concerning business franchise and income taxes imposed on corporations and limited liability companies under the Revenue Laws of North Carolina. It is designed to provide legislators, public officials, tax professionals, researchers, and other interested citizens of North Carolina with information about the characteristics of corporate taxpayers and how these taxpayers contribute to the State’s tax revenues. The report includes both historical series of data and detailed reports for tax year 2005.",Reports,"Corporate Income Tax,Franchise Tax",2005,,0,reports
dor1131,http://www.dornc.com/publications/corpandfran/corpandfran08.pdf,Corporation Income and Business Franchise Taxes: Statistics and Trends - Tax Year 2008,Tax Year 2008 Corporation Income and Business Franchise Tax Statistics and Trends,"This report contains statistics concerning business franchise and income taxes imposed on corporations and limited liability companies under the Revenue Laws of North Carolina. It is designed to provide legislators, public officials, tax professionals, researchers, and other interested citizens of North Carolina with information about the characteristics of corporate taxpayers and how these taxpayers contribute to the State’s tax revenues. The report includes both historical series of data and detailed reports for tax year 2008.",Reports,"Corporate Income Tax,Franchise Tax",2008,,0,reports
dor1132,http://www.dornc.com/publications/corpandfran/corpandfran09.pdf,Corporation Income and Business Franchise Taxes: Statistics and Trends - Tax Year 2009,Tax Year 2009 Corporation Income and Business Franchise Tax Statistics and Trends,"This report contains statistics concerning business franchise and income taxes imposed on corporations and limited liability companies under the Revenue Laws of North Carolina. It is designed to provide legislators, public officials, tax professionals, researchers, and other interested citizens of North Carolina with information about the characteristics of corporate taxpayers and how these taxpayers contribute to the State’s tax revenues. The report includes both historical series of data and detailed reports for tax year 2009.",Reports,"Corporate Income Tax,Franchise Tax",2009,,0,reports
dor1133,http://www.dornc.com/publications/corpandfran/corpandfran10.pdf,Corporation Income and Business Franchise Taxes: Statistics and Trends - Tax Year 2010,Tax Year 2010 Corporation Income and Business Franchise Tax Statistics and Trends,"This report contains statistics concerning business franchise and income taxes imposed on corporations and limited liability companies under the Revenue Laws of North Carolina. It is designed to provide legislators, public officials, tax professionals, researchers, and other interested citizens of North Carolina with information about the characteristics of corporate taxpayers and how these taxpayers contribute to the State’s tax revenues. The report includes both historical series of data and detailed reports for tax year 2010.",Reports,"Corporate Income Tax,Franchise Tax",2010,,0,reports
dor1134,http://www.dornc.com/publications/corpandfran/corpandfran11.pdf,Corporation Income and Business Franchise Taxes: Statistics and Trends - Tax Year 2011,Tax Year 2011 Corporation Income and Business Franchise Tax Statistics and Trends,"This report contains statistics concerning business franchise and income taxes imposed on corporations and limited liability companies under the Revenue Laws of North Carolina. It is designed to provide legislators, public officials, tax professionals, researchers, and other interested citizens of North Carolina with information about the characteristics of corporate taxpayers and how these taxpayers contribute to the State’s tax revenues. The report includes both historical series of data and detailed reports for tax year 2011.",Reports,"Corporate Income Tax,Franchise Tax",2011,,0,reports
dor1135,http://www.dornc.com/publications/corpandfran/corpandfran12.pdf,Corporation Income and Business Franchise Taxes: Statistics and Trends - Tax Year 2012,Tax Year 2012 Corporation Income and Business Franchise Tax Statistics and Trends,"This report contains statistics concerning business franchise and income taxes imposed on corporations and limited liability companies under the Revenue Laws of North Carolina. It is designed to provide legislators, public officials, tax professionals, researchers, and other interested citizens of North Carolina with information about the characteristics of corporate taxpayers and how these taxpayers contribute to the State’s tax revenues. The report includes both historical series of data and detailed reports for tax year 2012.",Reports,"Corporate Income Tax,Franchise Tax",2012,,0,reports
dor1136,http://www.dornc.com/publications/corpandfran/corpandfran13.pdf,Corporation Income and Business Franchise Taxes: Statistics and Trends - Tax Year 2013,Tax Year 2013 Corporation Income and Business Franchise Tax Statistics and Trends,"This report contains statistics concerning business franchise and income taxes imposed on corporations and limited liability companies under the Revenue Laws of North Carolina. It is designed to provide legislators, public officials, tax professionals, researchers, and other interested citizens of North Carolina with information about the characteristics of corporate taxpayers and how these taxpayers contribute to the State’s tax revenues. The report includes both historical series of data and detailed reports for tax year 2013.",Reports,"Corporate Income Tax,Franchise Tax",2013,,0,reports
dor1137,http://www.dornc.com/publications/corpandfran/corpandfran14.pdf,Corporation Income and Business Franchise Taxes: Statistics and Trends - Tax Year 2014,Tax Year 2014 Corporation Income and Business Franchise Tax Statistics and Trends,"This report contains statistics concerning business franchise and income taxes imposed on corporations and limited liability companies under the Revenue Laws of North Carolina. It is designed to provide legislators, public officials, tax professionals, researchers, and other interested citizens of North Carolina with information about the characteristics of corporate taxpayers and how these taxpayers contribute to the State’s tax revenues. The report includes both historical series of data and detailed reports for tax year 2014.",Reports,"Corporate Income Tax,Franchise Tax",2014,,0,reports
dor1138,http://www.dornc.com/taxes/property/memos/appraiser_recertification_2005.pdf,County Appraiser Re-Certification Memorandum (2005),"With the increasing number of appeals to the Property Tax Commission plus the increasing scrutiny of the qualifications and certifications of county appraisers, we feel it is vital that there be a stricter enforcement of the statutes governing county appraisers.","With the increasing number of appeals to the Property Tax Commission plus the increasing scrutiny of the qualifications and certifications of county appraisers, we feel it is vital that there be a stricter enforcement of the statutes governing county appraisers.",Bulletins,"Property Tax,Local Government Distributions",2005,,0,bulletins
dor1139,http://www.dornc.com/taxes/property/appraiser_cert.xlsx,County Assessor and Appraiser Certification Table,North Carolina County Assessor and Appraiser Certification Table,North Carolina County Assessor and Appraiser Certification Table,Reports,"Property Tax,Local Government Distributions",,,0,reports
dor1140,http://www.dornc.com/taxes/property/memos/countylawchange_95.pdf,County Law Changes Memorandum (1995),"1995 Property Tax Legislation, Senate Bill 229.","1995 Property Tax Legislation, Senate Bill 229.",Bulletins,"Property Tax,Local Government Distributions",1995,,0,bulletins
dor1141,http://www.dornc.com/taxes/property/memos/countylawchange_96.pdf,County Law Changes Memorandum (1996),"We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 1996 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. We are also enclosing copies of the ratified bills.","We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 1996 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. We are also enclosing copies of the ratified bills.",Bulletins,"Property Tax,Local Government Distributions",1996,,0,bulletins
dor1142,http://www.dornc.com/taxes/property/memos/countylawchange_97.pdf,County Law Changes Memorandum (1997),"We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 1997 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. We are also enclosing copies of the ratified bills.","We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 1997 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. We are also enclosing copies of the ratified bills.",Bulletins,"Property Tax,Local Government Distributions",1997,,0,bulletins
dor1143,http://www.dornc.com/taxes/property/memos/countylawchange_98.pdf,County Law Changes Memorandum (1998),"We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 1998 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. We are also enclosing copies of the ratified bills.","We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 1998 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. We are also enclosing copies of the ratified bills.",Bulletins,"Property Tax,Local Government Distributions",1998,,0,bulletins
dor1144,http://www.dornc.com/taxes/property/memos/countylawchange_99.pdf,County Law Changes Memorandum (1999),"We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 1999 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. We are also enclosing copies of the ratified bills.","We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 1999 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. We are also enclosing copies of the ratified bills.",Bulletins,"Property Tax,Local Government Distributions",1999,,0,bulletins
dor1145,http://www.dornc.com/taxes/property/memos/countylawchange_00.pdf,County Law Changes Memorandum (2000),"We are enclosing a summary of the si+E937:E952gnificant local government legislation (having state-wide application) enacted by the 2000 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. We are also enclosing copies of the ratified bills.","We are enclosing a summary of the si+E937:E952gnificant local government legislation (having state-wide application) enacted by the 2000 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. We are also enclosing copies of the ratified bills.",Bulletins,"Property Tax,Local Government Distributions",2000,,0,bulletins
dor1146,http://www.dornc.com/taxes/property/memos/countylawchange_01.pdf,County Law Changes Memorandum (2001),"We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 2001 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. We are also enclosing copies of the ratified bills.","We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 2001 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. We are also enclosing copies of the ratified bills.",Bulletins,"Property Tax,Local Government Distributions",2001,,0,bulletins
dor1147,http://www.dornc.com/taxes/property/memos/countylawchange_02.pdf,County Law Changes Memorandum (2002),"We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 2002 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. We are also enclosing copies of the ratified bills.","We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 2002 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. We are also enclosing copies of the ratified bills.",Bulletins,"Property Tax,Local Government Distributions",2002,,0,bulletins
dor1148,http://www.dornc.com/taxes/property/memos/countylawchange_03.pdf,County Law Changes Memorandum (2003),"We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 2003 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. We are also enclosing copies of the chaptered bills.","We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 2003 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. We are also enclosing copies of the chaptered bills.",Bulletins,"Property Tax,Local Government Distributions",2003,,0,bulletins
dor1149,http://www.dornc.com/taxes/property/memos/countylawchange_04.pdf,County Law Changes Memorandum (2004),"We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 2004 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. We are also enclosing copies of the chaptered bills.","We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 2004 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. We are also enclosing copies of the chaptered bills.",Bulletins,"Property Tax,Local Government Distributions",2004,,0,bulletins
dor1150,http://www.dornc.com/taxes/property/memos/countylawchange_05.pdf,County Law Changes Memorandum (2005),"We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 2005 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. We are also enclosing copies of the chaptered bills.","We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 2005 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. We are also enclosing copies of the chaptered bills.",Bulletins,"Property Tax,Local Government Distributions",2005,,0,bulletins
dor1151,http://www.dornc.com/taxes/property/memos/countylawchange_06.pdf,County Law Changes Memorandum (2006),"We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 2006 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. We are also enclosing copies of the chaptered bills.","We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 2006 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. We are also enclosing copies of the chaptered bills.",Bulletins,"Property Tax,Local Government Distributions",2006,,0,bulletins
dor1152,http://www.dornc.com/taxes/property/memos/countylawchange_07.pdf,County Law Changes Memorandum (2007),"We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 2007 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. This year we are not enclosing copies of the chaptered bills.","We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 2007 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. This year we are not enclosing copies of the chaptered bills.",Bulletins,"Property Tax,Local Government Distributions",2007,,0,bulletins
dor1153,http://www.dornc.com/taxes/property/memos/countylawchange_08.pdf,County Law Changes Memorandum (2008),"We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 2008 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. This year we are not enclosing copies of the chaptered bills.","We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 2008 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. This year we are not enclosing copies of the chaptered bills.",Bulletins,"Property Tax,Local Government Distributions",2008,,0,bulletins
dor1154,http://www.dornc.com/taxes/property/memos/countylawchange_09.pdf,County Law Changes Memorandum (2009),"We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 2009 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. This year we are not enclosing copies of the chaptered bills.","We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 2009 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. This year we are not enclosing copies of the chaptered bills.",Bulletins,"Property Tax,Local Government Distributions",2009,,0,bulletins
dor1155,http://www.dornc.com/taxes/property/memos/countylawchange_10.pdf,County Law Changes Memorandum (2010),"We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 2010 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. This year we are not enclosing copies of the chaptered bills.","We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 2010 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. This year we are not enclosing copies of the chaptered bills.",Bulletins,"Property Tax,Local Government Distributions",2010,,0,bulletins
dor1156,http://www.dornc.com/taxes/property/memos/countylawchange_11.pdf,County Law Changes Memorandum (2011),"We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 2011 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. This year we are not enclosing copies of the chaptered bills.","We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 2011 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. This year we are not enclosing copies of the chaptered bills.",Bulletins,"Property Tax,Local Government Distributions",2011,,0,bulletins
dor1157,http://www.dornc.com/taxes/property/memos/countylawchange_12.pdf,County Law Changes Memorandum (2012),"We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 2012 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. A copy of each bill may be obtained at the following web page.","We are enclosing a summary of the significant local government legislation (having state-wide application) enacted by the 2012 Session of the North Carolina General Assembly. The summary includes the bill number, purpose of the bill, and brief comments as to each ratified bill. A copy of each bill may be obtained at the following web page.",Bulletins,"Property Tax,Local Government Distributions",2012,,0,bulletins
