uid,address,document_collection,title,short_description,long_description,collection,destination_dir
shp166,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_3a_Diabetes_Rpt-11-20-2014.pdf,Board of Trustees,,,,,
shp167,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_3a_Financial_Rpt-9-19-2014.pdf,Board of Trustees,,,,,
shp168,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_3a_Leg_Agenda-1-22-2015.pdf,Board of Trustees,,,,,
shp169,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_3a1_Leg_Ed_Oversight-1-22-2015.pdf,Board of Trustees,,,,,
shp170,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_3a2_Med_Reorg-1-22-2015.pdf,Board of Trustees,,,,,
shp171,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_3b_Aca_Preventive-8-1-2014.pdf,Board of Trustees,,,,,
shp172,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_3b_Act_Forecast-9-19-2014.pdf,Board of Trustees,,,,,
shp173,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_3b_PT_Mtg_Summary-1-22-2015.pdf,Board of Trustees,,,,,
shp174,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_3c_Member_Costs-9-19-2014.pdf,Board of Trustees,,,,,
shp175,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_3c_Update_Poten_Ben-8-1-2014.pdf,Board of Trustees,,,,,
shp176,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_4_Actuarial_Modified-5-29-2014.pdf,Board of Trustees,,,,,
shp177,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_4_Med_Prime_Outreach-3-27-2014.pdf,Board of Trustees,,,,,
shp178,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_4_Prem_Contr_Rate_for_Alt_Ben_Opt-8-28-2014.pdf,Board of Trustees,,,,,
shp179,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_4_Strat_Plan_Approval-9-19-2014.pdf,Board of Trustees,,,,,
shp180,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_4a_Compare_Plans-11-20-2014.pdf,Board of Trustees,,,,,
shp181,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_4a_Novant-2-11-2015.pdf,Board of Trustees,,,,,
shp182,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_4a_Segment_Pilot-8-1-2014.pdf,Board of Trustees,,,,,
shp183,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_4a_Val_Based_Rec-1-22-2015.pdf,Board of Trustees,,,,,
shp184,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_4a1_Val_Based_Ins_Prin-1-22-2015.pdf,Board of Trustees,,,,,
shp185,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_4b_ACA_Impact-11-20-2014.pdf,Board of Trustees,,,,,
shp186,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_4b_MultiPronged-8-1-2014.pdf,Board of Trustees,,,,,
shp187,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_4b_Prop_2016_Changes-1-22-2015.pdf,Board of Trustees,,,,,
shp188,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_4c_Ann_Enroll_Outreach-8-1-2014.pdf,Board of Trustees,,,,,
shp189,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_4c_Benefit_Design_Opts-11-20-2014.pdf,Board of Trustees,,,,,
shp190,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_4d_Other_Member_Outreach-8-1-2014.pdf,Board of Trustees,,,,,
shp191,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_5_Discovery_Rpt-9-19-2014.pdf,Board of Trustees,,,,,
shp192,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_5_Jan_2014_Fin_Rpt-3-27-2014.pdf,Board of Trustees,,,,,
shp193,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_5_Member-Migration-5-29-2014.pdf,Board of Trustees,,,,,
shp194,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_5_Prov_Engage-1-22-2015.pdf,Board of Trustees,,,,,
shp195,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_5a_ACA_Preventive-11-20-2014.pdf,Board of Trustees,,,,,
shp196,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_5a_Contract_NC_Hosp-8-1-2014.pdf,Board of Trustees,,,,,
shp197,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_5a_Elig_Enroll_Red-8-28-2014.pdf,Board of Trustees,,,,,
shp198,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_5AStrategicPlanAnnualUpdate_11-19-15.pdf,Board of Trustees,,,,,
shp199,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_5b_hdhp-11-20-2014.pdf,Board of Trustees,,,,,
shp200,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_5b_Tpa_Redacted-8-28-2014.pdf,Board of Trustees,,,,,
shp201,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_5c_ABA_Benefit-11-20-2014.pdf,Board of Trustees,,,,,
shp202,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_6_ACO_Update-1-22-2015.pdf,Board of Trustees,,,,,
shp203,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_6_Actuarial_Forecast-3-27-2014.pdf,Board of Trustees,,,,,
shp204,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_6_Coverage%20_for_ABA-5-29-2014.pdf,Board of Trustees,,,,,
shp205,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_6_Strategic_Plan-8-1-2014.pdf,Board of Trustees,,,,,
shp206,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_6a_Scorecard-11-20-2014.pdf,Board of Trustees,,,,,
shp207,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_6b_Workgroups-11-20-2014.pdf,Board of Trustees,,,,,
shp208,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_7_2015_Enrollment_Rules-5-29-2014.pdf,Board of Trustees,,,,,
shp209,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_7_ACA-3-27-2014.pdf,Board of Trustees,,,,,
shp210,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_8_ACA_Impact-3-27-2014.pdf,Board of Trustees,,,,,
shp211,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_8_Potential_Benefit-5-29-2014.pdf,Board of Trustees,,,,,
shp212,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_9_BCBSNC-3-27-2014.pdf,Board of Trustees,,,,,
shp213,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_9_Med_Prime_OE_Outreach-5-29-2014.pdf,Board of Trustees,,,,,
shp214,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_ActiveHealth-7-26-2013.pdf,Board of Trustees,,,,,
shp215,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Actuarial_Valuation-11-22-2013.pdf,Board of Trustees,,,,,
shp216,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BoT_Agenda_1.27.17.pdf,Board of Trustees,,,,,
shp217,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Agenda_10-28-15.pdf,Board of Trustees,,,,,
shp218,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BoT_Agenda_11.28.17.pdf,Board of Trustees,,,,,
shp219,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Agenda_11-19-2015.pdf,Board of Trustees,,,,,
shp220,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BoT_Agenda_12.1.2.16.pdf,Board of Trustees,,,,,
shp221,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BoT_Agenda_12.20.16.pdf,Board of Trustees,,,,,
shp222,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BoT_Agenda_3.22.17.pdf,Board of Trustees,,,,,
shp223,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BoT_Agenda_5.12.13.16.pdf,Board of Trustees,,,,,
shp224,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BoT_Agenda_6.2.17.pdf,Board of Trustees,,,,,
shp225,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BoT_Agenda_6.2.3.16.pdf,Board of Trustees,,,,,
shp226,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BoT_Agenda_7.24.17.pdf,Board of Trustees,,,,,
shp227,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BoT_Agenda_9.19.17.pdf,Board of Trustees,,,,,
shp228,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Agenda-11-20-2014.pdf,Board of Trustees,,,,,
shp229,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Agenda-11-22-2013.pdf,Board of Trustees,,,,,
shp230,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Agenda-1-22-2015.pdf,Board of Trustees,,,,,
shp231,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Agenda-1-24-2013.pdf,Board of Trustees,,,,,
shp232,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Agenda-1-31-2014.pdf,Board of Trustees,,,,,
shp233,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Agenda-2-11-2015.pdf,Board of Trustees,,,,,
shp234,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Agenda-2-4-2013.pdf,Board of Trustees,,,,,
shp235,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Agenda-3-12-2014.pdf,Board of Trustees,,,,,
shp236,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Agenda-3-22-2013.pdf,Board of Trustees,,,,,
shp237,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Agenda-3-27-2014.pdf,Board of Trustees,,,,,
shp238,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Agenda-5-24-2013.pdf,Board of Trustees,,,,,
shp239,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Agenda-5-29-2014.pdf,Board of Trustees,,,,,
shp240,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Agenda-7-26-2013.pdf,Board of Trustees,,,,,
shp241,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Agenda-8-1-2014.pdf,Board of Trustees,,,,,
shp242,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Agenda-8-28-2014.pdf,Board of Trustees,,,,,
shp243,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Agenda-9-27-2013.pdf,Board of Trustees,,,,,
shp244,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Agenda-9-5-2013.pdf,Board of Trustees,,,,,
shp245,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_August-Binder082815.pdf,Board of Trustees,,,,,
shp246,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Autism_Behavior-11-22-2013.pdf,Board of Trustees,,,,,
shp247,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Autism_Conf_Rpt-11-22-2013.pdf,Board of Trustees,,,,,
shp248,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Autism_Presentation-11-22-2013.pdf,Board of Trustees,,,,,
shp249,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Autism_Speaks_Request-11-22-2013.pdf,Board of Trustees,,,,,
shp250,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Benefit_Change-1-31-2014.pdf,Board of Trustees,,,,,
shp251,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Benefit-Design-9-19-2014.pdf,Board of Trustees,,,,,
shp252,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Biennium_Planning-1-24-2013.pdf,Board of Trustees,,,,,
shp253,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Biennium_Planning-2-4-2013.pdf,Board of Trustees,,,,,
shp254,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Board_Process_Disc-7-26-2013.pdf,Board of Trustees,,,,,
shp255,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Claims-Trend-1-31-2014.pdf,Board of Trustees,,,,,
shp256,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Clinical_Risk_Rpt-7-26-2013.pdf,Board of Trustees,,,,,
shp257,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Comm_Update-5-24-2013.pdf,Board of Trustees,,,,,
shp258,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Communications_Update-7-26-2013.pdf,Board of Trustees,,,,,
shp259,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Communications_Update-9-27-2013.pdf,Board of Trustees,,,,,
shp260,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Communications-3-22-2013.pdf,Board of Trustees,,,,,
shp261,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Dashboard_Dev_Process-1-31-2014.pdf,Board of Trustees,,,,,
shp262,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Dashboard_Report-7-26-2013.pdf,Board of Trustees,,,,,
shp263,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Dashboard_Rpt-1-31-2014.pdf,Board of Trustees,,,,,
shp264,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Dec_2013_Fin_Rpt-1-31-2014.pdf,Board of Trustees,,,,,
shp265,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Enroll_Workflow-5-24-2013.pdf,Board of Trustees,,,,,
shp266,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_ESI_Report-9-27-2013.pdf,Board of Trustees,,,,,
shp267,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Financial_Update-1-24-2013.pdf,Board of Trustees,,,,,
shp268,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Financial-Results-9-27-2013.pdf,Board of Trustees,,,,,
shp269,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_HBR_Survey-9-27-2013.pdf,Board of Trustees,,,,,
shp270,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_IHM_Report-1-24-2013.pdf,Board of Trustees,,,,,
shp271,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_IHM_Update-3-22-2013.pdf,Board of Trustees,,,,,
shp272,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Impact_Test_Strips-5-24-2013.pdf,Board of Trustees,,,,,
shp273,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Incurred_Claims_Trend-5-24-2013.pdf,Board of Trustees,,,,,
shp274,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_July_2013_Fin_Rpt-9-27-2013.pdf,Board of Trustees,,,,,
shp275,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Legis_Update-3-22-2013.pdf,Board of Trustees,,,,,
shp276,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Legis_Update-5-24-2013.pdf,Board of Trustees,,,,,
shp277,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Legislative_Update-7-26-2013.pdf,Board of Trustees,,,,,
shp278,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_March_Fin_Rpt-5-24-2013.pdf,Board of Trustees,,,,,
shp279,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_May_2013_Fin_Rpt-7-26-2013.pdf,Board of Trustees,,,,,
shp280,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Medicare_Comparison-7-26-2013.pdf,Board of Trustees,,,,,
shp281,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Member_Questions-9-27-2013.pdf,Board of Trustees,,,,,
shp282,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Minutes_08-27-28-2015.pdf,Board of Trustees,,,,,
shp283,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Minutes_10-28-2015.pdf,Board of Trustees,,,,,
shp284,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Minutes_11-19-15.pdf,Board of Trustees,,,,,
shp285,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Minutes-11-20-2014.pdf,Board of Trustees,,,,,
shp286,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Minutes-11-22-2013.pdf,Board of Trustees,,,,,
shp287,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Minutes-1-24-2013.pdf,Board of Trustees,,,,,
shp288,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Minutes-1-31-2014.pdf,Board of Trustees,,,,,
shp289,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Minutes-3-12-2014.pdf,Board of Trustees,,,,,
shp290,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Minutes-3-22-2013.pdf,Board of Trustees,,,,,
shp291,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Minutes-3-27-2014.pdf,Board of Trustees,,,,,
shp292,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Minutes-5-24-2013.pdf,Board of Trustees,,,,,
shp293,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Minutes-5-29-2014.pdf,Board of Trustees,,,,,
shp294,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Minutes-7-26-2013.pdf,Board of Trustees,,,,,
shp295,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Minutes-8-1-2014.pdf,Board of Trustees,,,,,
shp296,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Minutes-8-28-2014.pdf,Board of Trustees,,,,,
shp297,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Minutes-9-19-2014.pdf,Board of Trustees,,,,,
shp298,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Minutes-9-27-2013.pdf,Board of Trustees,,,,,
shp299,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Minutes-9-5-2013.pdf,Board of Trustees,,,,,
shp300,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Mtg_Packet-11-20-2014.pdf,Board of Trustees,,,,,
shp301,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Mtg_Packet-11-22-2013.pdf,Board of Trustees,,,,,
shp302,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Mtg_Packet-1-22-2015.pdf,Board of Trustees,,,,,
shp303,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Mtg_Packet-1-24-2013.pdf,Board of Trustees,,,,,
shp304,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Mtg_Packet-1-31-2014.pdf,Board of Trustees,,,,,
shp305,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Mtg_Packet-2-11-2015.pdf,Board of Trustees,,,,,
shp306,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Mtg_Packet-3-22-2013.pdf,Board of Trustees,,,,,
shp307,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Mtg_Packet-3-27-2014.pdf,Board of Trustees,,,,,
shp308,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Mtg_Packet-5-24-2013.pdf,Board of Trustees,,,,,
shp309,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Mtg_Packet-5-29-2014.pdf,Board of Trustees,,,,,
shp310,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Mtg_Packet-7-26-2013.pdf,Board of Trustees,,,,,
shp311,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Mtg_Packet-8-1-2014.pdf,Board of Trustees,,,,,
shp312,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Mtg_Packet-8-28-2014.pdf,Board of Trustees,,,,,
shp313,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Mtg_Packet-9-19-2014.pdf,Board of Trustees,,,,,
shp314,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Mtg_Packet-9-27-2013.pdf,Board of Trustees,,,,,
shp315,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_NC_Chiro_Headache-11-22-2013.pdf,Board of Trustees,,,,,
shp316,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_NC_Chiro_Low_Back-11-22-2013.pdf,Board of Trustees,,,,,
shp317,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_NC_Chiro_Neck_Pain-11-22-2013.pdf,Board of Trustees,,,,,
shp318,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_NC_Chiro_Pres-11-22-2013.pdf,Board of Trustees,,,,,
shp319,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_NC_Chiro_Request-11-22-2013.pdf,Board of Trustees,,,,,
shp320,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_NC_GEA_Proposal-11-22-2013.pdf,Board of Trustees,,,,,
shp321,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_NC_GEA_Request-11-22-2013.pdf,Board of Trustees,,,,,
shp322,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_NovemberBinder_11-19-15.pdf,Board of Trustees,,,,,
shp323,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_NovemberBinder_11-20-2015.pdf,Board of Trustees,,,,,
shp324,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_OE_Exceptions-1-31-2014.pdf,Board of Trustees,,,,,
shp325,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_OE_Final-Results-1-31-2014.pdf,Board of Trustees,,,,,
shp326,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_OPEB-11-22-2013.pdf,Board of Trustees,,,,,
shp327,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Open_Enroll-11-22-2013.pdf,Board of Trustees,,,,,
shp328,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Paid_Claims_Rpt-11-22-2013.pdf,Board of Trustees,,,,,
shp329,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Phar_Ther_Aug_2013_Min-1-31-2014.pdf,Board of Trustees,,,,,
shp330,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Phar_Ther_Nov_2013_Min-1-31-2014.pdf,Board of Trustees,,,,,
shp331,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Phar_Ther_Nov_Presentation-1-31-2014.pdf,Board of Trustees,,,,,
shp332,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Pharm_Ther_Summary-3-22-2013.pdf,Board of Trustees,,,,,
shp333,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Pharm_Ther_Summary-5-24-2013.pdf,Board of Trustees,,,,,
shp334,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Pharmacy_Revisions-1-24-2013.pdf,Board of Trustees,,,,,
shp335,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Phase1_Disc_Rpt-1-31-2014.pdf,Board of Trustees,,,,,
shp336,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_PhaseIDiscRptandRecommendations_11-19-15.pdf,Board of Trustees,,,,,
shp337,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Plan_Design-3-22-2013.pdf,Board of Trustees,,,,,
shp338,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Prem_Rate_2014-5-24-2013.pdf,Board of Trustees,,,,,
shp339,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Premium_Rates_2014-7-26-2013.pdf,Board of Trustees,,,,,
shp340,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Process_Discussion.pdf,Board of Trustees,,,,,
shp341,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Proposed_Revisions-9-5-2013.pdf,Board of Trustees,,,,,
shp342,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Provider_Pymt-1-31-2014.pdf,Board of Trustees,,,,,
shp343,https://shp.nctreasurer.com/Board%20of%20Trustees%20Meeting%20Documents/BOT_Q1_Forecast-11-22-2013.pdf,Board of Trustees,,,,,
